SK_ID_CURR,TARGET
100001,0.3781222654086917
100005,0.7555676837161157
100013,0.31823583914327813
100028,0.46238983408095113
100038,0.6445468165186077
100042,0.19773451788350765
100057,0.18363168642810598
100065,0.5429948192924392
100066,0.12291012601584922
100067,0.39187605792777086
100074,0.16299224241322136
100090,0.5722195957410421
100091,0.6187572925742443
100092,0.42205511659813977
100106,0.5674364348031731
100107,0.5827914194785531
100109,0.5026469473447799
100117,0.293337546366085
100128,0.47745780788463715
100141,0.3700394015709948
100150,0.36276138759107124
100168,0.11367861255887972
100169,0.3040856976200801
100170,0.8557493564988673
100171,0.41067065776039746
100172,0.4885010567991094
100184,0.62452438751505
100187,0.42992291495663276
100212,0.37584149336423317
100222,0.3378240525575286
100223,0.2385300014299283
100232,0.1939133769603285
100241,0.7712319747696061
100245,0.14550271014322844
100253,0.30636578254605057
100256,0.7317187134735788
100271,0.1947229399948593
100278,0.7842234195334404
100280,0.3254184268738397
100306,0.6858612610076174
100311,0.6515821374935791
100312,0.39464000998455706
100330,0.2697496261251105
100331,0.33509463586583277
100352,0.24648862833215104
100358,0.6330126973631875
100367,0.3039907246011401
100382,0.5040373130901045
100384,0.4160782396603763
100385,0.6599882494414707
100386,0.33579824362097516
100399,0.24289115389316368
100404,0.3774542142752047
100416,0.24668774357268064
100422,0.5831116030302425
100426,0.34064603335943533
100438,0.5260097331270941
100444,0.7309564628035556
100445,0.596284046931578
100446,0.5672640837556608
100447,0.24824072260694344
100450,0.35079208846283705
100466,0.21885337469148186
100483,0.25857953131640943
100484,0.11759588982909738
100494,0.7431917182879882
100510,0.6912166900683224
100512,0.21606249702935057
100517,0.26218847203579626
100548,0.43309940390251733
100551,0.43444115979259296
100552,0.643095267856795
100553,0.35920489373441267
100561,0.6035606708639021
100568,0.8852321958340524
100569,0.3247980423374103
100591,0.37667759884136587
100592,0.288976547918091
100602,0.3015711461485366
100607,0.5185472367930684
100613,0.5070481364571414
100617,0.2959136794368893
100618,0.4221156599369184
100622,0.8276055397483242
100625,0.4976323239288194
100677,0.48061909452847673
100699,0.446499296351051
100702,0.909366356227723
100711,0.44131015267193685
100729,0.6006123793463768
100740,0.7380155151325384
100744,0.7391868597317488
100745,0.37140729358177565
100747,0.672411226613657
100751,0.5876545285677786
100752,0.40294972452727235
100753,0.5739871323268515
100754,0.6574695972286263
100760,0.46574888609850307
100762,0.5391028221897453
100763,0.5588161645027755
100765,0.2580177571166498
100770,0.43864772211609154
100772,0.4092650821553003
100777,0.27874524908958936
100791,0.3403732973115659
100792,0.13595780462428442
100797,0.4615235703313893
100823,0.47207090356259857
100826,0.4343229093850202
100830,0.312730820894972
100836,0.7862880639270188
100872,0.31763314167314666
100910,0.4077559991725986
100913,0.5454755426104005
100918,0.2237105962774646
100931,0.21330705170091974
100952,0.39112561662705414
100953,0.22727584951303156
100965,0.533273567196035
100970,0.3977547001812525
100982,0.6367626158111098
100983,0.5565625723953401
100984,0.5000395162467576
100987,0.45359706944577693
100997,0.29501713929884055
100998,0.7492379779225302
101002,0.3791029637823307
101005,0.7619597111743862
101008,0.6644933282939741
101020,0.40887695769834353
101021,0.5754087722108684
101024,0.3050848608444297
101025,0.7710740072076521
101026,0.29754473416911326
101031,0.2673093944994184
101041,0.21306787888198558
101051,0.13349416615304124
101055,0.3537743035386821
101056,0.820277979059057
101057,0.3505838834079846
101064,0.30545092410974606
101079,0.38944827737830534
101087,0.29746143631753946
101090,0.29472890850653527
101092,0.6171288028654666
101097,0.39505646423314167
101099,0.21362968339344277
101107,0.4827161733095037
101118,0.37383769533823286
101125,0.4695829458237868
101126,0.3078874771247673
101128,0.5130861835309233
101136,0.7237543481025838
101140,0.5080822969127065
101149,0.5469748575642545
101160,0.5140566438555352
101169,0.6575441997120145
101181,0.4560161791681752
101186,0.12089319826198379
101190,0.4252921816918098
101193,0.6840513199152738
101194,0.5351134740312631
101198,0.7213847444776217
101200,0.10991354644098159
101204,0.2427926642477735
101211,0.4567206343296057
101213,0.39244937473509545
101223,0.35682334970693996
101225,0.5650168891993809
101237,0.4052218518413204
101243,0.5912293379862015
101244,0.5096576063973519
101258,0.20540254037853392
101259,0.8322749208534692
101268,0.8287812861103805
101269,0.2775400723380599
101271,0.7384119679948958
101279,0.42109776705047774
101281,0.8013618060064599
101287,0.2973285085768051
101292,0.2584011982298974
101294,0.45762508838198984
101296,0.3970137409563167
101297,0.3804025274378017
101299,0.11033412678601731
101301,0.29941145348992104
101305,0.4569950445060908
101308,0.43749071658866306
101318,0.28847230365387294
101327,0.7954892372906736
101329,0.39890366755217616
101332,0.2725366670002247
101337,0.517194485530875
101343,0.28178449476623113
101345,0.33104936506085886
101346,0.24783327406859731
101353,0.21132829651333337
101354,0.7174941939160605
101355,0.7670324400068883
101356,0.302254517306403
101362,0.5261038698726275
101363,0.8445623694080588
101365,0.28527807264891697
101366,0.45205451225442117
101367,0.851540002155332
101368,0.3024386795411114
101374,0.7710574675285073
101380,0.23505954003045906
101383,0.2756248475878017
101398,0.20605361214398518
101399,0.817309086269561
101401,0.7661790505965697
101412,0.569248221328874
101426,0.5161478040757599
101427,0.8925523517462891
101428,0.528801221329869
101429,0.757637750303858
101434,0.23206637689253154
101440,0.5914376835719638
101448,0.5278816739145019
101449,0.24606312964998503
101465,0.272447893536538
101467,0.28797473890300695
101472,0.5428333553768238
101478,0.6637451137610866
101497,0.34672283868036585
101504,0.4521885084410571
101547,0.3705949041664703
101548,0.4521474135665632
101555,0.25394264530259586
101570,0.3880301062058623
101572,0.24618486776152426
101578,0.30833186728659967
101580,0.515116407266231
101588,0.3572399535892499
101602,0.33227951143372064
101610,0.5408265463171987
101614,0.43533357738159234
101616,0.3380650609969846
101643,0.5659044067278942
101644,0.5100615285726633
101649,0.4805673004205148
101650,0.4397966936712757
101665,0.1574590154287439
101667,0.6643854829898711
101669,0.4554088585117252
101674,0.5989687766163928
101675,0.36054191465833496
101678,0.5814515684814344
101682,0.46595365234164615
101686,0.23171276765929394
101697,0.841443774971244
101700,0.6415689090235309
101711,0.3409487324664598
101714,0.3186446593728091
101715,0.5725794932097625
101728,0.3991313298797589
101732,0.3382305074275077
101757,0.4914851941335872
101758,0.5678694972204499
101759,0.4514289576804204
101762,0.27382973084677126
101764,0.3533181340967239
101780,0.7158187437144897
101784,0.38852014665233703
101789,0.23964346242075912
101816,0.4602103639506673
101819,0.35654540458316997
101827,0.1474669028387585
101863,0.5461673163611269
101867,0.47160014536556705
101870,0.28328615600885737
101873,0.5933411427404086
101878,0.5322504790007543
101879,0.4117774664019172
101880,0.42438983383418744
101887,0.476236872152678
101897,0.2564658567922483
101901,0.3321314777894344
101903,0.8404732337931954
101920,0.426793178124331
101921,0.3740610603616683
101922,0.25631727006814414
101961,0.6724380441219682
101962,0.3537772480378286
101971,0.41098230208203773
101976,0.8004346558061989
102002,0.5967625369601692
102005,0.29124197301181465
102007,0.8784205333495642
102017,0.1529253477156196
102019,0.40446437992009
102029,0.19405107663815035
102051,0.7861621478777808
102052,0.2891841359522496
102054,0.38370835262325415
102062,0.3515478137124047
102067,0.7321948749204388
102068,0.7006354684057056
102070,0.22739921448031433
102090,0.5039248279111143
102092,0.6516924385848604
102099,0.7016825269570398
102100,0.23141430841975844
102112,0.4257465868998474
102113,0.3363109002351678
102122,0.709950749237416
102123,0.6366198575066372
102125,0.38436641582695386
102126,0.6152920438898016
102146,0.19714423053981628
102147,0.45388935697341437
102151,0.5206289367361503
102158,0.763478938142136
